distribution_center_id,distribution_center_name,warehouse_type,region,city,country,manager_id,product_id,storage_type,inventory_units,storage_capacity_units,occupied_capacity_units,utilization_pct,inbound_shipments,outbound_shipments,orders_processed,avg_processing_time_hours,dock_doors,employees,operating_shift,status,record_date,on_time_dispatch_pct,damaged_units,stockout_flag,last_inventory_audit_date
DC0006,Distribution Center 06,Cross-Dock Center,North,Chandigarh,India,MGR0051,P00233,Frozen,4451,21032,5752,27.35,13,17,316,20.56,43,363,Night,Temporarily Closed,2025-01-16,73.14,16,No,2024-12-18
DC0010,Distribution Center 10,Fulfillment Center,Central,Nagpur,India,MGR0051,P00064,Ambient,18031,33186,11918,35.91,50,94,125,8.27,22,185,Evening,Maintenance,2025-01-16,87.31,42,No,2024-12-31
DC0010,Distribution Center 10,Cross-Dock Center,Central,Nagpur,India,MGR0076,P00103,Cold,2867,118793,83986,70.7,17,14,95,8.67,32,354,Evening,Temporarily Closed,2025-01-16,98.84,26,No,2024-12-29
DC0011,Distribution Center 11,Cross-Dock Center,North,Jaipur,India,MGR0035,P00180,Ambient,10754,110398,93575,84.76,40,61,323,22.89,27,401,Night,Maintenance,2025-01-16,73.77,22,No,2025-01-13
DC0014,Distribution Center 14,Cold Storage DC,West,Ahmedabad,India,MGR0085,P00104,Hazardous,9051,26715,9071,33.95,36,3,485,23.12,19,309,Evening,Active,2025-01-16,96.48,3,No,2025-01-01
DC0014,Distribution Center 14,Fulfillment Center,West,Ahmedabad,India,MGR0061,P00227,Cold,16310,42738,19316,45.2,41,42,379,16.37,47,398,Evening,Active,2025-01-16,77.41,13,No,2025-01-14
DC0019,Distribution Center 19,Regional DC,West,Surat,India,MGR0026,P00085,Ambient,18019,35414,17471,49.33,68,4,280,4.94,7,135,Evening,Active,2025-01-16,77.15,11,No,2024-12-28
DC0022,Distribution Center 22,Cold Storage DC,South,Chennai,India,MGR0062,P00057,Ambient,19660,109455,92799,84.78,28,44,25,12.49,18,391,Morning,Active,2025-01-16,86.21,38,No,2025-01-11
DC0003,Distribution Center 03,Cross-Dock Center,East,Kolkata,India,MGR0076,P00041,Ambient,2323,31031,12021,38.74,60,70,235,8.37,18,265,Morning,Active,2025-01-17,95.58,37,No,2024-12-20
DC0010,Distribution Center 10,Cross-Dock Center,Central,Nagpur,India,MGR0052,P00080,Cold,1917,29432,18001,61.16,1,55,335,6.75,33,306,Night,Active,2025-01-17,83.07,19,No,2024-12-27
DC0011,Distribution Center 11,Cross-Dock Center,North,Jaipur,India,MGR0010,P00149,Ambient,15151,111658,46060,41.25,34,63,35,12.21,45,104,Evening,Active,2025-01-17,88.86,5,No,2024-12-28
DC0012,Distribution Center 12,Regional DC,South,Hyderabad,India,MGR0006,P00225,Ambient,19914,79120,49844,63.0,3,9,271,15.92,28,371,Morning,Active,2025-01-17,90.61,17,No,2025-01-14
DC0016,Distribution Center 16,Regional DC,North,Lucknow,India,MGR0065,P00195,Cold,22999,94864,53869,56.79,0,37,204,13.83,17,344,Morning,Active,2025-01-17,93.21,10,No,2025-01-06
DC0016,Distribution Center 16,Cross-Dock Center,North,Lucknow,India,MGR0050,P00212,Ambient,11461,71831,23700,32.99,8,66,384,8.85,4,493,Evening,Maintenance,2025-01-17,95.19,28,No,2024-12-21
DC0021,Distribution Center 21,Regional DC,North,Delhi,India,MGR0073,P00167,Hazardous,20201,117897,98065,83.18,62,63,255,17.63,46,85,Morning,Active,2025-01-17,95.78,30,No,2025-01-12
DC0030,Distribution Center 30,Cold Storage DC,Central,Nagpur,India,MGR0050,P00002,Cold,16809,107869,68608,63.6,64,65,414,12.09,10,474,Evening,Maintenance,2025-01-17,91.94,42,No,2025-01-11
DC0003,Distribution Center 03,Regional DC,East,Kolkata,India,MGR0030,P00113,Ambient,9596,77332,28408,36.74,74,88,343,6.89,20,250,Night,Temporarily Closed,2025-01-18,79.03,40,No,2025-01-12
DC0006,Distribution Center 06,Fulfillment Center,North,Chandigarh,India,MGR0076,P00106,Cold,21309,58939,40545,68.79,23,0,425,19.03,21,321,Morning,Temporarily Closed,2025-01-18,88.3,35,No,2025-01-13
DC0006,Distribution Center 06,Cold Storage DC,North,Chandigarh,India,MGR0002,P00120,Ambient,14115,100615,31901,31.71,38,66,297,23.44,12,447,Night,Active,2025-01-18,97.27,5,No,2025-01-13
DC0012,Distribution Center 12,Cross-Dock Center,South,Hyderabad,India,MGR0027,P00176,Ambient,2232,114512,71647,62.57,56,1,403,23.46,7,427,Morning,Active,2025-01-18,78.21,2,No,2024-12-31
DC0016,Distribution Center 16,Regional DC,North,Lucknow,India,MGR0029,P00115,Frozen,16708,118154,31769,26.89,67,32,474,3.63,10,321,Morning,Active,2025-01-18,89.4,42,No,2025-01-09
DC0017,Distribution Center 17,Cross-Dock Center,South,Kochi,India,MGR0003,P00063,Ambient,1444,49756,45768,91.98,25,85,401,15.43,36,343,Morning,Active,2025-01-18,83.29,10,No,2025-01-06
DC0018,Distribution Center 18,Cross-Dock Center,East,Patna,India,MGR0024,P00176,Ambient,6078,40844,14989,36.7,22,89,211,10.81,15,28,Evening,Active,2025-01-18,99.68,27,No,2024-12-26
DC0023,Distribution Center 23,Cross-Dock Center,East,Kolkata,India,MGR0034,P00106,Ambient,17800,46201,22421,48.53,69,69,446,4.79,22,399,Morning,Active,2025-01-18,78.5,21,No,2024-12-19
DC0023,Distribution Center 23,Cross-Dock Center,East,Kolkata,India,MGR0093,P00184,Ambient,13478,53166,21690,40.8,1,22,183,18.89,20,255,Morning,Active,2025-01-18,93.68,39,No,2025-01-12
DC0004,Distribution Center 04,Cross-Dock Center,West,Mumbai,India,MGR0013,P00134,Ambient,6085,38615,32635,84.51,23,11,274,3.77,15,453,Morning,Temporarily Closed,2025-01-19,92.11,6,No,2024-12-26
DC0008,Distribution Center 08,Regional DC,East,Bhubaneswar,India,MGR0028,P00109,Ambient,19950,114624,99942,87.19,45,77,106,21.93,43,353,Morning,Active,2025-01-19,95.44,13,No,2025-01-14
DC0016,Distribution Center 16,Fulfillment Center,North,Lucknow,India,MGR0031,P00149,Cold,17430,37261,19550,52.47,78,29,389,5.01,30,291,Night,Maintenance,2025-01-19,98.29,37,No,2025-01-15
DC0017,Distribution Center 17,Regional DC,South,Kochi,India,MGR0031,P00126,Cold,13887,38958,27229,69.89,12,88,229,3.64,25,57,Evening,Maintenance,2025-01-19,98.66,25,No,2025-01-06
DC0018,Distribution Center 18,Regional DC,East,Patna,India,MGR0083,P00103,Cold,11086,133813,100739,75.28,2,73,307,9.57,47,301,Night,Temporarily Closed,2025-01-19,87.69,44,No,2025-01-16
DC0018,Distribution Center 18,Cold Storage DC,East,Patna,India,MGR0010,P00173,Hazardous,5860,61709,18023,29.21,33,54,157,23.72,17,429,Evening,Active,2025-01-19,91.89,28,No,2025-01-10
DC0022,Distribution Center 22,Cross-Dock Center,South,Chennai,India,MGR0066,P00024,Ambient,7669,30863,8710,28.22,44,80,105,6.0,23,192,Morning,Active,2025-01-19,76.77,41,No,2024-12-31
DC0024,Distribution Center 24,Cold Storage DC,West,Mumbai,India,MGR0038,P00050,Ambient,11236,36411,31531,86.6,53,59,298,13.37,19,245,Night,Maintenance,2025-01-19,88.3,18,No,2025-01-11
DC0029,Distribution Center 29,Fulfillment Center,West,Pune,India,MGR0041,P00237,Ambient,471,61113,41213,67.44,10,82,367,12.91,28,37,Night,Temporarily Closed,2025-01-19,90.55,23,Yes,2025-01-08
DC0008,Distribution Center 08,Cold Storage DC,East,Bhubaneswar,India,MGR0029,P00040,Frozen,16807,130756,65091,49.78,49,48,436,6.83,19,154,Evening,Active,2025-01-20,93.75,14,No,2025-01-10
DC0009,Distribution Center 09,Cross-Dock Center,West,Pune,India,MGR0100,P00050,Hazardous,10766,143445,78190,54.51,40,81,442,22.57,16,52,Evening,Active,2025-01-20,78.94,42,No,2025-01-10
DC0012,Distribution Center 12,Cold Storage DC,South,Hyderabad,India,MGR0098,P00027,Hazardous,24667,66370,33195,50.02,41,27,382,3.11,26,450,Night,Active,2025-01-20,93.11,27,No,2025-01-10
DC0013,Distribution Center 13,Fulfillment Center,East,Guwahati,India,MGR0018,P00025,Cold,11907,102041,68985,67.61,63,80,408,3.42,40,492,Evening,Temporarily Closed,2025-01-20,93.13,7,No,2025-01-06
DC0016,Distribution Center 16,Cross-Dock Center,North,Lucknow,India,MGR0023,P00237,Hazardous,13130,57011,26854,47.1,23,52,320,2.76,32,48,Evening,Active,2025-01-20,98.96,21,No,2025-01-04
DC0023,Distribution Center 23,Cross-Dock Center,East,Kolkata,India,MGR0057,P00140,Cold,19273,99486,68673,69.03,41,46,175,11.53,46,370,Night,Active,2025-01-20,72.2,31,No,2024-12-25
DC0025,Distribution Center 25,Fulfillment Center,Central,Bhopal,India,MGR0020,P00089,Ambient,17342,135445,41666,30.76,34,36,389,23.67,20,315,Morning,Active,2025-01-20,76.85,44,No,2024-12-30
DC0029,Distribution Center 29,Fulfillment Center,West,Pune,India,MGR0083,P00038,Frozen,3906,138237,40466,29.27,52,86,157,21.97,23,147,Night,Temporarily Closed,2025-01-20,89.31,24,No,2024-12-25
DC0030,Distribution Center 30,Cross-Dock Center,Central,Nagpur,India,MGR0010,P00192,Ambient,8220,80271,77361,96.37,68,5,446,15.61,35,399,Night,Active,2025-01-20,93.5,33,No,2025-01-05
DC0030,Distribution Center 30,Cross-Dock Center,Central,Nagpur,India,MGR0006,P00226,Cold,666,29951,11642,38.87,7,66,434,22.79,44,62,Night,Temporarily Closed,2025-01-20,96.49,35,No,2025-01-07
DC0008,Distribution Center 08,Regional DC,East,Bhubaneswar,India,MGR0026,P00209,Cold,22307,58513,29143,49.81,21,81,231,21.26,46,136,Night,Active,2025-01-21,97.85,7,No,2025-01-16
DC0013,Distribution Center 13,Fulfillment Center,East,Guwahati,India,MGR0053,P00150,Ambient,15645,133522,34394,25.76,12,91,71,11.63,41,108,Morning,Active,2025-01-21,96.22,31,No,2025-01-03
DC0016,Distribution Center 16,Fulfillment Center,North,Lucknow,India,MGR0094,P00051,Hazardous,14879,44783,28264,63.11,22,38,399,9.74,43,245,Evening,Active,2025-01-21,97.7,1,No,2025-01-07
DC0020,Distribution Center 20,Cross-Dock Center,Central,Raipur,India,MGR0022,P00124,Hazardous,5068,60854,54272,89.18,34,26,13,5.12,34,87,Night,Temporarily Closed,2025-01-21,72.33,48,No,2025-01-10
DC0024,Distribution Center 24,Cold Storage DC,West,Mumbai,India,MGR0095,P00203,Ambient,13721,84789,81162,95.72,79,7,331,11.22,28,145,Night,Temporarily Closed,2025-01-21,83.74,3,No,2025-01-19
DC0028,Distribution Center 28,Cross-Dock Center,East,Bhubaneswar,India,MGR0021,P00178,Ambient,18999,103038,40184,39.0,62,44,228,21.91,37,179,Evening,Active,2025-01-21,73.41,30,No,2024-12-30
DC0030,Distribution Center 30,Fulfillment Center,Central,Nagpur,India,MGR0006,P00217,Ambient,20136,129691,44901,34.62,11,68,105,5.34,36,174,Night,Active,2025-01-21,79.23,45,No,2025-01-06
DC0030,Distribution Center 30,Cold Storage DC,Central,Nagpur,India,MGR0021,P00220,Ambient,19571,142184,102846,72.33,62,91,138,23.73,7,480,Night,Active,2025-01-21,77.11,48,No,2025-01-12
DC0017,Distribution Center 17,Cross-Dock Center,South,Kochi,India,MGR0033,P00042,Cold,6237,130537,99539,76.25,8,88,326,7.16,38,211,Night,Temporarily Closed,2025-01-22,90.41,24,No,2024-12-29
DC0018,Distribution Center 18,Fulfillment Center,East,Patna,India,MGR0034,P00141,Cold,8571,26324,6784,25.77,70,24,442,9.61,17,488,Night,Active,2025-01-22,99.24,41,No,2024-12-31
DC0024,Distribution Center 24,Cross-Dock Center,West,Mumbai,India,MGR0085,P00003,Ambient,13019,103964,94123,90.53,64,72,261,23.51,41,214,Morning,Maintenance,2025-01-22,83.25,7,No,2025-01-21
DC0025,Distribution Center 25,Cold Storage DC,Central,Bhopal,India,MGR0076,P00015,Ambient,9518,81785,49696,60.76,79,11,65,18.47,5,413,Night,Active,2025-01-22,83.75,29,No,2025-01-18
DC0027,Distribution Center 27,Cold Storage DC,South,Bengaluru,India,MGR0033,P00040,Ambient,486,115870,95998,82.85,35,45,83,13.28,9,174,Evening,Temporarily Closed,2025-01-22,72.68,35,Yes,2025-01-14
DC0027,Distribution Center 27,Regional DC,South,Bengaluru,India,MGR0054,P00191,Cold,9491,109715,95001,86.59,56,64,458,17.37,45,487,Evening,Active,2025-01-22,94.88,20,No,2025-01-20
DC0029,Distribution Center 29,Cold Storage DC,West,Pune,India,MGR0051,P00034,Ambient,22001,142164,43417,30.54,38,44,397,23.15,10,288,Morning,Active,2025-01-22,78.08,44,No,2025-01-13
DC0001,Distribution Center 01,Cold Storage DC,North,Delhi,India,MGR0032,P00215,Ambient,9786,117176,77493,66.13,73,10,485,19.26,40,411,Morning,Active,2025-01-23,90.4,7,No,2025-01-19
DC0010,Distribution Center 10,Cold Storage DC,Central,Nagpur,India,MGR0074,P00249,Ambient,1833,74737,42884,57.38,61,35,123,9.52,32,152,Night,Temporarily Closed,2025-01-23,95.14,36,No,2025-01-01
DC0011,Distribution Center 11,Cross-Dock Center,North,Jaipur,India,MGR0099,P00116,Ambient,24970,98417,38819,39.44,46,91,335,10.96,34,466,Evening,Active,2025-01-23,92.86,0,No,2025-01-22
DC0015,Distribution Center 15,Fulfillment Center,Central,Indore,India,MGR0092,P00166,Cold,9487,55280,49414,89.39,62,55,498,12.38,32,67,Night,Active,2025-01-23,92.96,41,No,2025-01-11
DC0016,Distribution Center 16,Cross-Dock Center,North,Lucknow,India,MGR0088,P00106,Ambient,19405,55504,50202,90.45,13,1,469,15.65,4,196,Evening,Active,2025-01-23,76.99,35,No,2025-01-12
DC0024,Distribution Center 24,Cross-Dock Center,West,Mumbai,India,MGR0039,P00039,Ambient,5441,127607,56863,44.56,0,0,27,6.46,14,386,Night,Active,2025-01-23,75.9,18,No,2025-01-01
DC0024,Distribution Center 24,Regional DC,West,Mumbai,India,MGR0010,P00095,Frozen,6763,109611,70826,64.62,73,57,116,15.97,34,54,Morning,Active,2025-01-23,74.91,14,No,2025-01-20
DC0025,Distribution Center 25,Regional DC,Central,Bhopal,India,MGR0066,P00154,Ambient,106,133753,109187,81.63,56,60,403,12.62,43,128,Morning,Active,2025-01-23,73.23,20,Yes,2024-12-26
DC0027,Distribution Center 27,Fulfillment Center,South,Bengaluru,India,MGR0026,P00111,Ambient,24108,68031,28554,41.97,1,84,254,18.37,15,66,Evening,Active,2025-01-23,96.33,22,No,2025-01-09
DC0028,Distribution Center 28,Cross-Dock Center,East,Bhubaneswar,India,MGR0090,P00226,Ambient,14065,134242,38972,29.03,24,6,178,14.83,6,373,Evening,Active,2025-01-23,82.58,25,No,2025-01-17
DC0030,Distribution Center 30,Regional DC,Central,Nagpur,India,MGR0092,P00163,Ambient,1480,81689,79331,97.11,72,55,235,4.28,50,136,Night,Active,2025-01-23,81.41,24,No,2025-01-21
DC0001,Distribution Center 01,Cold Storage DC,North,Delhi,India,MGR0064,P00147,Ambient,10114,81917,76808,93.76,36,73,213,11.49,36,240,Evening,Active,2025-01-24,82.22,42,No,2025-01-09
DC0003,Distribution Center 03,Fulfillment Center,East,Kolkata,India,MGR0087,P00025,Cold,4635,65867,34302,52.08,3,16,137,17.51,5,265,Morning,Maintenance,2025-01-24,97.66,23,No,2024-12-25
DC0006,Distribution Center 06,Cross-Dock Center,North,Chandigarh,India,MGR0049,P00209,Ambient,22472,115232,87034,75.53,3,8,416,4.8,33,62,Night,Active,2025-01-24,72.7,27,No,2025-01-13
DC0011,Distribution Center 11,Regional DC,North,Jaipur,India,MGR0062,P00195,Cold,7332,79968,23694,29.63,43,8,342,3.17,20,401,Evening,Active,2025-01-24,99.69,20,No,2025-01-09
DC0012,Distribution Center 12,Regional DC,South,Hyderabad,India,MGR0017,P00012,Ambient,4703,34205,14585,42.64,13,50,435,13.16,6,46,Evening,Active,2025-01-24,76.77,18,No,2025-01-19
DC0023,Distribution Center 23,Cold Storage DC,East,Kolkata,India,MGR0043,P00216,Ambient,8573,67594,39927,59.07,21,19,78,7.65,36,460,Morning,Active,2025-01-24,75.36,23,No,2024-12-25
DC0026,Distribution Center 26,Fulfillment Center,North,Chandigarh,India,MGR0019,P00064,Ambient,8959,34397,12526,36.42,29,85,98,16.51,28,98,Night,Active,2025-01-24,81.31,49,No,2024-12-29
DC0026,Distribution Center 26,Cold Storage DC,North,Chandigarh,India,MGR0017,P00194,Cold,12910,98824,74787,75.68,79,91,213,23.95,9,455,Morning,Maintenance,2025-01-24,89.9,0,No,2025-01-03
DC0001,Distribution Center 01,Regional DC,North,Delhi,India,MGR0058,P00215,Ambient,5133,85952,26686,31.05,17,8,332,20.16,49,384,Morning,Active,2025-01-25,79.38,20,No,2025-01-13
DC0007,Distribution Center 07,Fulfillment Center,South,Bengaluru,India,MGR0091,P00162,Ambient,21721,144035,48103,33.4,65,75,465,21.83,14,222,Evening,Active,2025-01-25,82.53,19,No,2024-12-30
DC0014,Distribution Center 14,Fulfillment Center,West,Ahmedabad,India,MGR0001,P00181,Cold,516,109197,38111,34.9,13,99,224,13.65,22,374,Evening,Maintenance,2025-01-25,97.7,13,No,2024-12-26
DC0017,Distribution Center 17,Cross-Dock Center,South,Kochi,India,MGR0061,P00154,Ambient,11041,34477,26913,78.06,4,52,491,9.04,26,201,Evening,Maintenance,2025-01-25,79.16,46,No,2025-01-22
DC0018,Distribution Center 18,Fulfillment Center,East,Patna,India,MGR0057,P00144,Ambient,22026,139522,120481,86.35,12,99,100,18.92,12,304,Evening,Temporarily Closed,2025-01-25,87.57,49,No,2025-01-12
DC0025,Distribution Center 25,Fulfillment Center,Central,Bhopal,India,MGR0086,P00110,Ambient,10796,147203,55244,37.53,24,6,466,23.28,12,171,Night,Active,2025-01-25,97.5,27,No,2025-01-25
DC0030,Distribution Center 30,Cross-Dock Center,Central,Nagpur,India,MGR0010,P00194,Ambient,16319,130694,51869,39.69,7,87,399,17.09,40,106,Evening,Maintenance,2025-01-25,83.88,0,No,2024-12-28
DC0006,Distribution Center 06,Regional DC,North,Chandigarh,India,MGR0073,P00002,Ambient,8940,122905,65361,53.18,44,34,431,3.37,42,45,Morning,Temporarily Closed,2025-01-26,81.41,42,No,2025-01-23
DC0007,Distribution Center 07,Fulfillment Center,South,Bengaluru,India,MGR0076,P00063,Ambient,21212,29739,10477,35.23,75,43,170,7.74,26,107,Night,Active,2025-01-26,97.53,38,No,2025-01-21
DC0009,Distribution Center 09,Cold Storage DC,West,Pune,India,MGR0061,P00223,Ambient,15405,107565,37606,34.96,51,65,37,4.85,15,328,Night,Maintenance,2025-01-26,87.38,12,No,2024-12-30
DC0014,Distribution Center 14,Regional DC,West,Ahmedabad,India,MGR0095,P00188,Ambient,24760,38635,19647,50.85,62,2,381,6.33,24,465,Evening,Active,2025-01-26,87.55,3,No,2025-01-08
DC0021,Distribution Center 21,Regional DC,North,Delhi,India,MGR0080,P00215,Cold,24064,86266,32553,37.74,22,65,298,17.84,38,445,Evening,Active,2025-01-26,91.82,43,No,2025-01-25
DC0022,Distribution Center 22,Cross-Dock Center,South,Chennai,India,MGR0099,P00015,Ambient,3000,104154,99031,95.08,63,41,291,15.0,23,422,Night,Temporarily Closed,2025-01-26,90.21,47,No,2025-01-13
DC0026,Distribution Center 26,Cold Storage DC,North,Chandigarh,India,MGR0057,P00084,Hazardous,20270,105227,87505,83.16,9,0,281,15.3,18,44,Evening,Temporarily Closed,2025-01-26,85.13,5,No,2024-12-28
DC0026,Distribution Center 26,Fulfillment Center,North,Chandigarh,India,MGR0059,P00158,Ambient,24944,113167,78901,69.72,62,54,152,14.92,12,177,Evening,Active,2025-01-26,83.01,43,No,2025-01-26
DC0030,Distribution Center 30,Fulfillment Center,Central,Nagpur,India,MGR0091,P00040,Ambient,20170,32598,10355,31.77,27,83,29,19.3,31,353,Evening,Maintenance,2025-01-26,87.3,9,No,2024-12-30
DC0001,Distribution Center 01,Cold Storage DC,North,Delhi,India,MGR0063,P00041,Cold,21517,43515,33931,77.98,50,28,81,8.23,18,432,Morning,Active,2025-01-27,98.72,14,No,2025-01-19
DC0001,Distribution Center 01,Cross-Dock Center,North,Delhi,India,MGR0040,P00111,Hazardous,19848,120540,53436,44.33,29,34,469,15.55,25,314,Evening,Active,2025-01-27,97.19,17,No,2025-01-17
DC0005,Distribution Center 05,Regional DC,Central,Bhopal,India,MGR0037,P00099,Ambient,11880,85724,43130,50.31,77,26,151,20.02,42,428,Night,Maintenance,2025-01-27,73.66,17,No,2025-01-26
DC0008,Distribution Center 08,Fulfillment Center,East,Bhubaneswar,India,MGR0086,P00091,Ambient,24091,124889,49999,40.03,63,12,28,5.18,49,324,Morning,Active,2025-01-27,76.51,16,No,2025-01-27
DC0009,Distribution Center 09,Cold Storage DC,West,Pune,India,MGR0073,P00072,Frozen,21110,50728,24594,48.48,39,75,118,15.93,10,42,Night,Active,2025-01-27,93.0,5,No,2025-01-27
DC0017,Distribution Center 17,Regional DC,South,Kochi,India,MGR0003,P00127,Frozen,20374,125968,64505,51.21,46,28,461,3.19,17,483,Evening,Active,2025-01-27,86.45,17,No,2024-12-31
DC0018,Distribution Center 18,Fulfillment Center,East,Patna,India,MGR0058,P00105,Cold,4870,46072,19482,42.29,69,11,278,22.68,50,169,Evening,Active,2025-01-27,81.89,15,No,2025-01-27
DC0018,Distribution Center 18,Cross-Dock Center,East,Patna,India,MGR0092,P00131,Cold,10104,97536,77920,79.89,33,67,383,14.07,33,393,Morning,Active,2025-01-27,90.39,34,No,2025-01-12
DC0018,Distribution Center 18,Cold Storage DC,East,Patna,India,MGR0064,P00184,Ambient,24546,51561,40290,78.14,70,67,9,5.64,28,422,Morning,Maintenance,2025-01-27,77.32,11,No,2025-01-20
DC0027,Distribution Center 27,Regional DC,South,Bengaluru,India,MGR0087,P00156,Ambient,8379,37417,25042,66.93,34,80,182,13.72,49,350,Night,Temporarily Closed,2025-01-27,94.12,32,No,2024-12-28
DC0030,Distribution Center 30,Fulfillment Center,Central,Nagpur,India,MGR0031,P00018,Ambient,7588,40223,36746,91.36,52,45,321,14.85,46,50,Morning,Active,2025-01-27,99.76,14,No,2025-01-19
DC0002,Distribution Center 02,Cold Storage DC,South,Chennai,India,MGR0013,P00239,Cold,14794,61548,57274,93.06,53,29,298,23.86,20,324,Morning,Active,2025-01-28,82.49,42,No,2025-01-23
DC0009,Distribution Center 09,Fulfillment Center,West,Pune,India,MGR0087,P00015,Ambient,4408,91345,63655,69.69,75,40,130,16.45,23,256,Night,Active,2025-01-28,74.25,35,No,2025-01-12
DC0009,Distribution Center 09,Cold Storage DC,West,Pune,India,MGR0017,P00103,Ambient,17320,93742,63911,68.18,25,70,15,13.39,17,119,Evening,Temporarily Closed,2025-01-28,93.22,46,No,2025-01-17
DC0012,Distribution Center 12,Fulfillment Center,South,Hyderabad,India,MGR0033,P00058,Cold,16172,51322,44135,86.0,52,41,72,10.5,27,429,Evening,Active,2025-01-28,78.28,38,No,2025-01-01
DC0013,Distribution Center 13,Fulfillment Center,East,Guwahati,India,MGR0088,P00069,Ambient,24855,56232,14384,25.58,10,31,193,9.02,49,58,Evening,Temporarily Closed,2025-01-28,74.2,0,No,2025-01-17
